id	text	classification
6544	The Merchant-Ivory team continues to systematically destroy everything we hold dear about cinema , only now it 's begun to split up so that it can do even more damage .	neg
6545	What should have been a cutting Hollywood satire is instead about as fresh as last week 's issue of Variety .	neg
6546	Hey everybody , wanna watch a movie in which a guy dressed as a children 's party clown gets violently gang-raped ?	neg
6548	A little more intensity and a little less charm would have saved this film a world of hurt .	neg
6549	( T ) his slop does n't even have potential as a cult film , as it 's too loud to shout insults at the screen .	neg
6550	The movie 's plot is almost entirely witless and inane , carrying every gag two or three times beyond its limit to sustain a laugh .	neg
6551	... may work as an addictive guilty pleasure but the material never overcomes its questionable satirical ambivalence .	neg
6553	as in aimless , arduous , and arbitrary .	neg
6554	Plays like a glossy melodrama that occasionally verges on camp .	neg
6557	A puppy dog so desperate for attention it nearly breaks its little neck trying to perform entertaining tricks .	neg
6558	Just about all of the film is confusing on one level or another , making Ararat far more demanding than it needs to be .	neg
6559	A little less extreme than in the past , with longer exposition sequences between them , and with fewer gags to break the tedium .	neg
6560	There 's a heavy stench of ` been there , done that ' hanging over the film .	neg
6562	The biggest problem with Satin Rouge is Lilia herself .	neg
6564	A quaint , romanticized rendering .	pos
6567	A potentially good comic premise and excellent cast are terribly wasted .	neg
6568	Woody Allen used to ridicule movies like Hollywood Ending .	neg
6572	Been there done that .	neg
6573	There is only so much baked cardboard I need to chew .	neg
6574	A movie like The Guys is why film criticism can be considered work .	neg
6576	Even if it made its original release date last fall , it would 've reeked of a been-there , done-that sameness .	neg
6578	A loud , ugly , irritating movie without any of its satirical salvos hitting a discernible target .	neg
6579	A movie version of a paint-by-numbers picture .	neg
6580	We can tell what it is supposed to be , but ca n't really call it a work of art .	neg
6582	Bravado Kathy !	pos
6583	... Liotta is put in an impossible spot because his character 's deceptions ultimately undo him and the believability of the entire scenario .	neg
6584	Too bad .	neg
6587	Unfunny and lacking any sense of commitment to or affection for its characters , the Reginald Hudlin comedy relies on toilet humor , ethnic slurs .	neg
6589	This romantic/comedy asks the question how much souvlaki can you take before indigestion sets in .	neg
6590	Squandering his opportunity to make absurdist observations , Burns gets caught up in the rush of slapstick thoroughfare .	neg
6593	It has no affect on the Kurds , but it wore me down .	neg
6594	The actors improvise and scream their way around this movie directionless , lacking any of the rollicking dark humor so necessary to make this kind of idea work on screen .	neg
6595	Co-writer/director Jonathan Parker 's attempts to fashion a Brazil-like , hyper-real satire fall dreadfully short .	neg
6597	A superfluous sequel ... plagued by that old familiar feeling of ` let 's get this thing over with ' : Everyone has shown up at the appointed time and place , but visible enthusiasm is mighty hard to find .	neg
6598	If there 's a heaven for bad movies , Deuces Wild is on its way .	neg
6599	Comes off like a bad imitation of the Bard .	neg
6600	What 's missing in Murder by Numbers is any real psychological grounding for the teens ' deviant behaviour .	neg
6602	An uninspired preachy and clichéd war film .	neg
6603	Horrendously amateurish filmmaking that is plainly dull and visually ugly when it is n't incomprehensible .	neg
6604	A movie that harps on media-constructed ` issues ' like whether compromise is the death of self ... this Orgasm ( wo n't be an ) exceedingly memorable one for most people .	neg
6606	If Festival in Cannes nails hard - boiled Hollywood argot with a bracingly nasty accuracy , much about the film , including some of its casting , is frustratingly unconvincing .	neg
6607	The movie is too impressed with its own solemn insights to work up much entertainment value .	neg
6608	I have n't seen such self-amused trash since Freddy Got Fingered .	neg
6609	Little more than a well-mounted history lesson .	neg
6610	Rob Schneider 's infantile cross-dressing routines fill The Hot Chick , the latest gimmick from this unimaginative comedian .	neg
6611	A horrible , 99-minute stink bomb .	neg
6612	The film is weighed down by supporting characters who are either too goodly , wise and knowing or downright comically evil .	neg
6613	The film is so bad it does n't improve upon the experience of staring at a blank screen .	neg
6614	Sheridan 's take on the author 's schoolboy memoir ... is a rather toothless take on a hard young life .	neg
6615	It jumps around with little logic or continuity , presenting backstage bytes of information that never amount to a satisfying complete picture of this particular , anciently demanding métier .	neg
6617	When it comes to the battle of Hollywood vs. Woo , it looks like Woo 's a P.O.W.	neg
6619	The Chateau has one very funny joke and a few other decent ones , but all it amounts to is a mildly funny , sometimes tedious , ultimately insignificant film .	neg
6620	It 's dull , spiritless , silly and monotonous : an ultra-loud blast of pointless mayhem , going nowhere fast .	neg
6621	The mushy finale turns John Q into a movie-of-the-week tearjerker .	pos
6622	Content merely to lionize its title character and exploit his anger - all for easy sanctimony , formulaic thrills and a ham-fisted sermon on the need for national health insurance .	neg
6623	The movie turns out to be ( Assayas ' ) homage to the Gallic ` tradition of quality , ' in all its fusty squareness .	neg
6624	Its message has merit and , in the hands of a brutally honest individual like Prophet Jack , might have made a point or two regarding life .	neg
6625	( Seems ) even more uselessly redundant and shamelessly money-grubbing than most third-rate horror sequels .	neg
6626	It 's hard to imagine that even very small children will be impressed by this tired retread .	neg
6627	Neither as scary-funny as Tremors nor demented-funny as Starship Troopers , the movie is n't tough to take as long as you 've paid a matinee price .	neg
6628	If swimfan does catch on , it may be because teens are looking for something to make them laugh .	neg
